T-SNE1,T-SNE2,Macro_Desastre
-12.759888,-13.77763,Seca e Estiagem
36.724945,1.8835152,Inundações e Chuvas
-54.042397,-19.459822,Seca e Estiagem
29.654715,1.7705548,Tempestades Severas
16.667809,-23.43853,Seca e Estiagem
-23.477705,22.644182,Seca e Estiagem
17.53793,-25.89536,Incêndios Florestais
11.104504,23.347885,Inundações e Chuvas
19.242899,-26.543001,Incêndios Florestais
-24.676071,39.651775,Seca e Estiagem
16.863344,-26.241316,Seca e Estiagem
43.708176,33.328266,Inundações e Chuvas
18.317846,40.841248,Inundações e Chuvas
16.516136,-27.26014,Tempestades Severas
-7.8959894,25.94627,Seca e Estiagem
-9.556541,-1.5855583,Seca e Estiagem
-44.966976,-36.172035,Seca e Estiagem
18.336758,-26.877195,Deslizamentos
15.375801,12.12336,Inundações e Chuvas
-26.753735,-0.36451563,Seca e Estiagem
-37.698036,13.238384,Seca e Estiagem
-51.99113,-15.4427595,Seca e Estiagem
5.560015,12.754941,Inundações e Chuvas
26.958141,-12.962326,Inundações e Chuvas
-4.18128,27.221045,Inundações e Chuvas
21.658133,-26.236872,Inundações e Chuvas
21.322412,-26.01576,Tempestades Severas
16.41166,-26.843647,Incêndios Florestais
-36.21948,27.593746,Seca e Estiagem
-36.194607,14.199249,Seca e Estiagem
17.300116,-27.66995,Incêndios Florestais
17.62493,-27.236515,Tempestades Severas
16.968214,-28.087027,Seca e Estiagem
-58.488983,2.5303733,Seca e Estiagem
20.893682,-26.545599,Seca e Estiagem
17.272366,-27.723133,Deslizamentos
18.063194,26.041061,Inundações e Chuvas
36.361076,-4.171365,Inundações e Chuvas
-47.67286,-35.528717,Seca e Estiagem
25.56508,35.030838,Inundações e Chuvas
18.375397,-26.871212,Seca e Estiagem
-2.6713924,-21.245596,Seca e Estiagem
-55.46053,-27.045391,Inundações e Chuvas
-59.84306,2.5533571,Seca e Estiagem
44.836098,3.5136611,Incêndios Florestais
16.679651,-26.602507,Deslizamentos
17.135803,-26.166079,Inundações e Chuvas
16.143276,-27.594627,Incêndios Florestais
-28.586845,40.76508,Seca e Estiagem
43.20602,-3.7700422,Tempestades Severas
5.379118,10.666076,Inundações e Chuvas
43.816895,-3.2369497,Tempestades Severas
-22.474146,-8.590419,Seca e Estiagem
-38.889866,-6.3133926,Seca e Estiagem
42.23673,-3.5584295,Inundações e Chuvas
-10.388774,7.5265794,Seca e Estiagem
-39.213642,11.547433,Seca e Estiagem
21.03146,-26.609394,Inundações e Chuvas
-23.230267,-1.384395,Seca e Estiagem
48.45177,10.353622,Inundações e Chuvas
20.78811,-26.557003,Incêndios Florestais
10.783739,3.9404569,Inundações e Chuvas
-9.588723,-6.0179343,Incêndios Florestais
-19.756708,20.471716,Seca e Estiagem
-16.838247,-8.03022,Seca e Estiagem
17.831284,4.100056,Inundações e Chuvas
-50.390064,-8.701905,Seca e Estiagem
25.613218,23.36814,Tempestades Severas
36.107143,26.936268,Tempestades Severas
-15.210592,13.629054,Seca e Estiagem
44.318005,33.039707,Tempestades Severas
17.490797,-27.394547,Inundações e Chuvas
7.0452123,-14.993485,Tempestades Severas
16.627308,-28.456947,Inundações e Chuvas
34.2641,23.590889,Tempestades Severas
-23.572905,44.780224,Seca e Estiagem
16.204828,-27.301132,Inundações e Chuvas
17.274258,-27.701471,Incêndios Florestais
19.191187,41.60689,Tempestades Severas
21.47874,-26.78327,Seca e Estiagem
14.864564,-1.3423009,Seca e Estiagem
6.558635,9.799371,Inundações e Chuvas
12.509527,42.76664,Inundações e Chuvas
14.422857,8.643486,Inundações e Chuvas
17.21904,36.930237,Inundações e Chuvas
11.499283,-18.964695,Tempestades Severas
-52.76765,-1.1304058,Seca e Estiagem
19.602716,-16.991034,Inundações e Chuvas
-6.016948,-17.76529,Seca e Estiagem
12.69676,8.1456,Inundações e Chuvas
-36.840813,-7.179954,Seca e Estiagem
-50.414898,-11.87041,Seca e Estiagem
5.4982495,12.7994375,Inundações e Chuvas
-47.128036,-0.32399696,Seca e Estiagem
25.172009,34.142067,Inundações e Chuvas
23.997751,11.968591,Inundações e Chuvas
17.915487,-27.13584,Inundações e Chuvas
41.63668,36.209595,Inundações e Chuvas
-53.24428,2.819965,Seca e Estiagem
-3.0149276,27.715693,Tempestades Severas
16.666979,-28.575813,Incêndios Florestais
50.58548,0.74747014,Tempestades Severas
16.811583,-27.699501,Inundações e Chuvas
16.863297,-28.283257,Incêndios Florestais
-20.771479,23.86969,Seca e Estiagem
28.649357,-9.090571,Inundações e Chuvas
-30.582996,27.429317,Seca e Estiagem
16.892239,-27.034971,Inundações e Chuvas
-14.841949,10.588344,Seca e Estiagem
43.636177,28.279112,Inundações e Chuvas
16.947289,-28.131655,Deslizamentos
16.513004,-29.030348,Seca e Estiagem
15.903112,-28.39446,Inundações e Chuvas
16.587158,-28.7815,Inundações e Chuvas
15.887993,-28.767015,Inundações e Chuvas
18.860939,6.3631234,Inundações e Chuvas
-23.382978,18.598364,Seca e Estiagem
16.309616,-29.987398,Seca e Estiagem
-10.599115,-15.782003,Seca e Estiagem
-47.418755,-35.329525,Seca e Estiagem
43.96289,19.673042,Tempestades Severas
-60.741932,2.18611,Seca e Estiagem
44.580715,3.8546917,Inundações e Chuvas
16.013943,-28.097687,Inundações e Chuvas
16.06067,-29.654125,Incêndios Florestais
24.233582,31.121689,Inundações e Chuvas
-28.743086,43.156765,Seca e Estiagem
-5.54704,-17.972809,Tempestades Severas
-42.66838,-8.173454,Seca e Estiagem
13.811505,9.900568,Inundações e Chuvas
45.29772,3.1768525,Inundações e Chuvas
44.743248,20.513594,Tempestades Severas
-48.81252,-35.115875,Seca e Estiagem
-8.815816,-13.63196,Seca e Estiagem
36.269432,-0.03093198,Inundações e Chuvas
-16.580212,14.828662,Seca e Estiagem
-30.661041,-5.53397,Seca e Estiagem
-25.580141,15.962587,Seca e Estiagem
-54.416485,-19.287952,Seca e Estiagem
-31.898003,-0.8439833,Seca e Estiagem
37.704952,-6.8084726,Inundações e Chuvas
-39.68452,0.013140231,Seca e Estiagem
0.78858465,34.38853,Inundações e Chuvas
-18.258955,23.971771,Tempestades Severas
16.483786,-29.234842,Incêndios Florestais
13.134658,-12.416164,Inundações e Chuvas
10.098275,-0.059444427,Inundações e Chuvas
48.4678,10.364322,Inundações e Chuvas
12.003023,20.097094,Inundações e Chuvas
-46.387215,-37.204376,Seca e Estiagem
50.035053,6.757366,Inundações e Chuvas
5.6981688,14.776012,Inundações e Chuvas
27.808601,14.595503,Inundações e Chuvas
29.22914,1.3343025,Inundações e Chuvas
-27.67365,4.9688993,Seca e Estiagem
-24.226723,40.87784,Seca e Estiagem
-59.32289,1.3925693,Seca e Estiagem
16.322844,-29.802732,Incêndios Florestais
-18.373507,8.808836,Seca e Estiagem
15.886507,-29.13403,Tempestades Severas
-35.069103,13.572052,Seca e Estiagem
1.1144624,-20.790112,Inundações e Chuvas
-26.159658,5.3899417,Seca e Estiagem
6.388564,-26.44291,Inundações e Chuvas
11.504627,42.79935,Seca e Estiagem
16.407297,-29.365702,Incêndios Florestais
19.86241,34.937046,Inundações e Chuvas
16.33875,-30.29314,Inundações e Chuvas
16.373487,-30.484539,Inundações e Chuvas
36.927677,1.5016615,Inundações e Chuvas
-40.21645,0.5760899,Seca e Estiagem
-22.295732,-2.57002,Seca e Estiagem
17.037718,12.540767,Inundações e Chuvas
29.86984,-4.5907636,Inundações e Chuvas
29.064756,14.728561,Inundações e Chuvas
3.1191313,-21.078938,Deslizamentos
-48.154156,6.20698,Seca e Estiagem
16.497225,-30.86168,Seca e Estiagem
21.351326,-26.749228,Inundações e Chuvas
16.646938,-31.221159,Inundações e Chuvas
-28.596804,-0.531634,Seca e Estiagem
-56.39074,0.89440435,Seca e Estiagem
-23.953287,8.109428,Seca e Estiagem
-34.12075,3.7909453,Seca e Estiagem
21.751747,-26.848242,Incêndios Florestais
-23.945206,8.101439,Seca e Estiagem
2.3837943,25.678457,Incêndios Florestais
31.213425,4.275399,Inundações e Chuvas
22.082958,-27.095606,Inundações e Chuvas
22.228525,-27.222229,Inundações e Chuvas
7.5771976,-26.69405,Incêndios Florestais
37.38639,-10.050175,Tempestades Severas
37.386574,-10.054188,Inundações e Chuvas
22.462358,-27.466873,Tempestades Severas
22.872026,-28.09642,Incêndios Florestais
19.854622,-29.848068,Inundações e Chuvas
2.8432868,27.108053,Tempestades Severas
19.854622,-29.848068,Inundações e Chuvas
-14.792107,-7.127727,Seca e Estiagem
19.854622,-29.848068,Inundações e Chuvas
-29.95904,-6.384634,Seca e Estiagem
48.446644,10.3469,Tempestades Severas
18.900333,7.787403,Inundações e Chuvas
43.991158,24.976484,Tempestades Severas
-61.805504,1.1702877,Seca e Estiagem
12.939764,20.992128,Inundações e Chuvas
5.7284093,9.051683,Inundações e Chuvas
43.176853,-3.8003333,Tempestades Severas
15.687338,-19.186432,Deslizamentos
-37.266624,-7.764801,Inundações e Chuvas
-54.337646,5.8197165,Inundações e Chuvas
19.854622,-29.848068,Inundações e Chuvas
36.941235,36.138252,Inundações e Chuvas
19.854622,-29.848068,Inundações e Chuvas
-2.8722038,-9.403445,Seca e Estiagem
-6.9501276,-15.48519,Seca e Estiagem
1.2810544,-15.170391,Seca e Estiagem
-15.969429,15.515756,Seca e Estiagem
-9.024049,-15.025675,Seca e Estiagem
-43.21935,-38.413548,Seca e Estiagem
-18.880465,-2.1922917,Seca e Estiagem
18.87092,9.478566,Inundações e Chuvas
-30.75944,27.390755,Seca e Estiagem
19.854622,-29.848068,Incêndios Florestais
19.854622,-29.848068,Inundações e Chuvas
11.440536,-5.2220716,Inundações e Chuvas
52.08206,1.3134226,Tempestades Severas
-9.589243,-3.747649,Seca e Estiagem
45.9274,14.52485,Inundações e Chuvas
-14.792107,-7.1277275,Seca e Estiagem
-62.16698,1.6609632,Seca e Estiagem
35.838272,-1.0721631,Inundações e Chuvas
-15.453545,-7.4130216,Seca e Estiagem
21.445467,30.400097,Inundações e Chuvas
19.854622,-29.848068,Inundações e Chuvas
51.838688,-5.904894,Tempestades Severas
-19.662212,-3.7001092,Seca e Estiagem
19.854622,-29.848068,Inundações e Chuvas
-38.14834,-7.0186105,Inundações e Chuvas
-11.944904,7.308514,Seca e Estiagem
-56.298912,-24.583447,Seca e Estiagem
43.753906,20.669357,Tempestades Severas
19.854622,-29.848068,Incêndios Florestais
-55.150963,-16.003197,Seca e Estiagem
30.01166,-6.2672133,Inundações e Chuvas
-20.763237,-9.871259,Seca e Estiagem
19.854622,-29.848068,Seca e Estiagem
-38.503616,20.787867,Seca e Estiagem
37.503864,-5.4646726,Inundações e Chuvas
-0.847959,-20.416388,Incêndios Florestais
-30.289677,-6.5926404,Seca e Estiagem
19.854622,-29.848068,Seca e Estiagem
-37.996464,-6.684501,Seca e Estiagem
10.791432,23.967583,Inundações e Chuvas
11.208698,5.286119,Inundações e Chuvas
19.854622,-29.848068,Incêndios Florestais
-61.26076,1.9995428,Seca e Estiagem
-28.791592,-0.20378196,Seca e Estiagem
-54.252377,-18.938608,Seca e Estiagem
41.349792,15.063472,Inundações e Chuvas
25.44164,28.282333,Inundações e Chuvas
-40.95425,-9.476475,Seca e Estiagem
-16.091112,15.097411,Seca e Estiagem
19.854622,-29.848068,Incêndios Florestais
19.854622,-29.848068,Inundações e Chuvas
-34.37317,-5.849795,Seca e Estiagem
-1.6447939,-15.9436655,Seca e Estiagem
-29.834328,7.983905,Seca e Estiagem
-41.92441,5.4115696,Seca e Estiagem
-55.43053,0.08542953,Seca e Estiagem
-37.611843,23.801392,Seca e Estiagem
-4.1446657,17.544317,Seca e Estiagem
-7.8863187,-2.7975347,Inundações e Chuvas
11.762557,11.348452,Inundações e Chuvas
18.506365,25.19478,Inundações e Chuvas
29.104961,14.347028,Inundações e Chuvas
-53.5018,-18.901196,Seca e Estiagem
-49.99234,-9.878934,Seca e Estiagem
-4.3544483,-18.921618,Inundações e Chuvas
9.446693,42.41417,Incêndios Florestais
-40.068554,0.38732702,Seca e Estiagem
39.557026,34.6627,Tempestades Severas
-34.825737,13.372443,Seca e Estiagem
-64.16158,0.015645294,Seca e Estiagem
34.896072,23.258846,Tempestades Severas
0.05331422,-6.3038883,Seca e Estiagem
19.854622,-29.848068,Inundações e Chuvas
19.854622,-29.848068,Tempestades Severas
19.854622,-29.848068,Seca e Estiagem
19.854622,-29.848068,Inundações e Chuvas
45.103897,13.132225,Inundações e Chuvas
-23.311646,-3.3229427,Seca e Estiagem
33.629463,31.498632,Inundações e Chuvas
-10.270155,-16.39532,Seca e Estiagem
19.854622,-29.848068,Seca e Estiagem
19.854622,-29.848068,Seca e Estiagem
19.854622,-29.848068,Incêndios Florestais
-14.527657,12.134395,Seca e Estiagem
19.854622,-29.848068,Incêndios Florestais
-36.733887,27.499023,Seca e Estiagem
-31.791277,-0.8321969,Seca e Estiagem
19.854622,-29.848068,Incêndios Florestais
19.854622,-29.848068,Inundações e Chuvas
19.854622,-29.848068,Incêndios Florestais
19.854622,-29.848068,Incêndios Florestais
-53.89615,-20.91868,Seca e Estiagem
52.43668,-5.4882145,Tempestades Severas
15.811869,-19.536375,Inundações e Chuvas
-23.115795,6.685956,Seca e Estiagem
-25.201267,-5.8031335,Seca e Estiagem
-17.76263,6.041103,Seca e Estiagem
30.793848,16.032972,Seca e Estiagem
-9.507226,-0.9327542,Tempestades Severas
-48.24792,1.5475949,Seca e Estiagem
-40.074013,10.519652,Seca e Estiagem
10.73736,19.867224,Inundações e Chuvas
19.854622,-29.848068,Inundações e Chuvas
-37.941936,28.387964,Inundações e Chuvas
-30.353922,-1.1328843,Seca e Estiagem
19.854622,-29.848068,Incêndios Florestais
19.854622,-29.848068,Inundações e Chuvas
-1.7739044,-20.1691,Inundações e Chuvas
29.772957,1.6242828,Inundações e Chuvas
33.933353,31.160707,Tempestades Severas
49.998188,8.06694,Inundações e Chuvas
-44.302765,-38.566437,Seca e Estiagem
-47.3858,-36.268837,Seca e Estiagem
19.854622,-29.848068,Deslizamentos
-50.70381,-32.57379,Seca e Estiagem
-10.91597,6.5468965,Seca e Estiagem
-10.475159,-0.8156673,Seca e Estiagem
35.87702,5.294662,Tempestades Severas
5.060898,6.2268977,Inundações e Chuvas
-12.071682,-10.356362,Seca e Estiagem
19.854622,-29.848068,Incêndios Florestais
48.437256,8.933203,Tempestades Severas
18.60143,-5.9101763,Inundações e Chuvas
46.60041,27.919445,Inundações e Chuvas
19.854622,-29.848068,Inundações e Chuvas
12.979873,16.998352,Inundações e Chuvas
20.157043,34.26068,Inundações e Chuvas
19.854622,-29.848068,Seca e Estiagem
-33.901455,0.2656911,Seca e Estiagem
13.134658,-12.416164,Inundações e Chuvas
-29.398985,6.385806,Seca e Estiagem
-49.21489,4.8299327,Seca e Estiagem
19.699707,-17.262018,Inundações e Chuvas
34.534763,23.269976,Inundações e Chuvas
43.007446,32.5039,Tempestades Severas
-24.84953,-9.777819,Seca e Estiagem
37.674137,-6.5289884,Inundações e Chuvas
35.308914,23.250021,Inundações e Chuvas
-11.779377,5.891708,Seca e Estiagem
-29.001804,0.92080057,Seca e Estiagem
-22.738932,-6.8226132,Seca e Estiagem
31.07735,2.4222395,Inundações e Chuvas
-55.19769,-22.765089,Seca e Estiagem
13.427919,4.2269135,Inundações e Chuvas
-23.714518,42.388786,Seca e Estiagem
-13.170505,7.3931375,Seca e Estiagem
19.854622,-29.848068,Deslizamentos
10.5805,24.330082,Inundações e Chuvas
-58.183994,3.3565247,Seca e Estiagem
-23.34853,23.391678,Seca e Estiagem
-39.33591,-8.0188265,Seca e Estiagem
-17.155863,17.273869,Seca e Estiagem
-51.742935,-14.804617,Seca e Estiagem
-30.932577,9.372787,Seca e Estiagem
36.17746,37.02983,Inundações e Chuvas
12.742788,7.1768456,Inundações e Chuvas
-18.68312,-3.2971776,Seca e Estiagem
19.854622,-29.848068,Inundações e Chuvas
-54.592094,-15.886562,Seca e Estiagem
5.2211885,-21.017435,Seca e Estiagem
19.854622,-29.848068,Inundações e Chuvas
-36.123383,-6.0806785,Seca e Estiagem
-56.853607,1.1689444,Seca e Estiagem
12.952821,16.673105,Inundações e Chuvas
-24.479649,40.048664,Seca e Estiagem
19.854622,-29.848068,Inundações e Chuvas
-55.523403,2.3823185,Seca e Estiagem
-1.8124689,37.165398,Incêndios Florestais
35.55868,21.276571,Inundações e Chuvas
29.958014,-6.23992,Inundações e Chuvas
12.865644,12.120076,Tempestades Severas
19.854622,-29.848068,Inundações e Chuvas
38.73166,-3.3744407,Tempestades Severas
22.96915,1.9339548,Inundações e Chuvas
-18.0267,24.090288,Inundações e Chuvas
-36.454655,-5.198094,Seca e Estiagem
37.90733,37.3077,Inundações e Chuvas
19.854622,-29.848068,Inundações e Chuvas
19.854622,-29.848068,Incêndios Florestais
33.42567,13.485165,Tempestades Severas
-13.069554,-0.6716257,Seca e Estiagem
3.0511725,12.587681,Inundações e Chuvas
19.854622,-29.848068,Deslizamentos
33.18901,7.3723,Inundações e Chuvas
-25.275017,-5.335005,Seca e Estiagem
31.306114,4.516685,Inundações e Chuvas
-31.795134,-6.5202565,Seca e Estiagem
-39.28321,25.560822,Seca e Estiagem
-37.76438,14.743877,Seca e Estiagem
25.644861,14.37143,Inundações e Chuvas
44.709488,39.444687,Inundações e Chuvas
50.45929,7.0325108,Inundações e Chuvas
19.854622,-29.848068,Seca e Estiagem
-53.108536,-10.161862,Seca e Estiagem
19.854622,-29.848068,Seca e Estiagem
37.386574,-10.054187,Inundações e Chuvas
6.836005,-26.674322,Incêndios Florestais
37.61478,-9.104415,Inundações e Chuvas
23.169695,32.330208,Inundações e Chuvas
43.220257,13.028365,Inundações e Chuvas
45.17738,16.11274,Tempestades Severas
19.854622,-29.848068,Incêndios Florestais
37.18898,-4.0927567,Inundações e Chuvas
-41.513195,-9.076037,Seca e Estiagem
-11.973244,-10.2576685,Seca e Estiagem
-10.582313,5.5019617,Seca e Estiagem
-46.789047,1.4883217,Seca e Estiagem
51.737938,1.1914066,Tempestades Severas
-19.032099,-3.4660964,Seca e Estiagem
-27.275927,26.322788,Seca e Estiagem
-24.186888,41.936302,Seca e Estiagem
51.818966,0.8914833,Inundações e Chuvas
13.612311,17.742369,Inundações e Chuvas
14.786134,17.397572,Inundações e Chuvas
7.4691825,19.396067,Inundações e Chuvas
