T-SNE1,T-SNE2,Macro_Desastre
36.68151,36.694023,Inundações e Chuvas
21.146847,-28.374863,Inundações e Chuvas
21.146847,-28.374863,Incêndios Florestais
31.024538,13.48564,Tempestades Severas
-11.937936,-2.8100479,Seca e Estiagem
2.2273123,13.613513,Inundações e Chuvas
21.146847,-28.374863,Deslizamentos
32.07737,7.2854824,Inundações e Chuvas
-24.070633,-8.270152,Seca e Estiagem
30.264864,4.3235035,Inundações e Chuvas
-30.572954,-9.422951,Seca e Estiagem
-37.29562,23.73364,Seca e Estiagem
-35.353016,12.736552,Seca e Estiagem
24.100916,13.119085,Inundações e Chuvas
43.072807,39.213158,Inundações e Chuvas
49.312126,7.1221766,Inundações e Chuvas
21.146847,-28.374863,Seca e Estiagem
-51.431576,-6.380684,Seca e Estiagem
21.146847,-28.374863,Seca e Estiagem
36.912426,-9.320448,Inundações e Chuvas
7.8530636,-27.571737,Incêndios Florestais
37.14245,-8.387858,Inundações e Chuvas
22.594992,32.12841,Inundações e Chuvas
41.767033,12.781289,Inundações e Chuvas
43.57695,15.816845,Tempestades Severas
21.146847,-28.374863,Incêndios Florestais
36.85891,-3.3851488,Inundações e Chuvas
-40.538307,-10.167106,Seca e Estiagem
-11.178645,-12.342373,Seca e Estiagem
-9.331331,3.2600837,Seca e Estiagem
-43.43652,1.1715596,Seca e Estiagem
50.94724,1.5170953,Tempestades Severas
-18.58889,-5.982419,Seca e Estiagem
-25.276424,24.502258,Seca e Estiagem
-23.810562,40.20387,Seca e Estiagem
51.074673,1.2655379,Inundações e Chuvas
12.576735,18.073818,Inundações e Chuvas
13.686628,17.799501,Inundações e Chuvas
