KPCA1,KPCA2,Macro_Desastre
-0.08641917285919279,-0.013272649034103044,Seca e Estiagem
-0.04551457383741014,-0.03616439510559675,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
0.13283847476475666,-0.047705888091179836,Tempestades Severas
-0.03140069662424197,-0.03206625442390538,Inundações e Chuvas
-0.08875086416754063,-0.016866538981379565,Seca e Estiagem
0.26516390004636015,-0.10236209716342826,Inundações e Chuvas
0.896997714923041,-0.08482292039352089,Seca e Estiagem
-0.08850141982970754,-0.018755616274215296,Inundações e Chuvas
-0.08740525497965086,0.008212131955460273,Seca e Estiagem
-0.0890380790108186,-0.01351020994120752,Inundações e Chuvas
-0.08959355004295057,-0.01352514058663293,Seca e Estiagem
-0.08990358277484195,-0.017067621057487974,Tempestades Severas
0.36030508984611204,-0.1267174532152477,Inundações e Chuvas
-0.08588015339246786,-0.0015319724604819247,Seca e Estiagem
-0.02766194594196725,0.2352026758615935,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Tempestades Severas
-0.08953527107314485,-0.018882926037431625,Inundações e Chuvas
0.05258586129367255,-0.043518806673639616,Inundações e Chuvas
-0.03471566883514381,-0.05196285333011034,Tempestades Severas
-0.08892521219024234,-0.004409141388668482,Seca e Estiagem
-0.07184861342735835,0.055595645823343885,Seca e Estiagem
-0.06526290421099488,0.12478018794690311,Seca e Estiagem
0.024490037570856226,-0.04798996173964285,Inundações e Chuvas
0.46066424973051706,-0.06867455133238433,Seca e Estiagem
0.8969977093719282,-0.08482291757490744,Inundações e Chuvas
-0.08568663891737245,0.02278394254323892,Seca e Estiagem
-0.08414331064928957,0.021466132999346337,Seca e Estiagem
-0.0851696490308517,0.00532434570477233,Seca e Estiagem
-0.046130132008927856,-0.023459980233229018,Incêndios Florestais
-0.0896550465140176,-0.01767091140408531,Incêndios Florestais
-0.09004603705771128,-0.017959174237424567,Tempestades Severas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08962706127586212,-0.01831668101449131,Inundações e Chuvas
-0.08997490935296433,-0.018103579128124648,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08853449648321472,-0.011648157445124981,Seca e Estiagem
-0.08965115475534596,-0.016902295689573535,Seca e Estiagem
-0.030872861147568667,0.22166968342456345,Seca e Estiagem
-0.08961372831644537,-0.011999814560560557,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08775419628907034,-0.013631451556049614,Incêndios Florestais
-0.08998026218724933,-0.01752270811897448,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603688963424,-0.017958192262085032,Seca e Estiagem
-0.0006866018804870289,-0.031084833278980074,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08503260912493334,-0.02328094621227084,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08369812255488895,-0.005065438859463422,Inundações e Chuvas
-0.08920166999039915,-0.019146446223751036,Inundações e Chuvas
-0.0877348360773347,-0.020811349322527286,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08404704614906341,0.002030910277377534,Seca e Estiagem
-0.0895870241872602,-0.01866644107606129,Inundações e Chuvas
-0.09004522878271545,-0.0179101220545985,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Deslizamentos
-0.02550205333059979,0.23941708217619956,Seca e Estiagem
-0.04706941641653393,0.029207702880649077,Inundações e Chuvas
-0.007085928796079051,-0.0479819112534944,Inundações e Chuvas
-0.08999777531416236,-0.01758973687265282,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.0879620008769268,-0.019738475833587323,Inundações e Chuvas
-0.08980012576268422,-0.014575842010014398,Seca e Estiagem
0.9442758335276042,0.29075261225179605,Seca e Estiagem
-0.08986780946144138,-0.017970771258064313,Inundações e Chuvas
-0.08937588419823952,-0.017704143753186373,Seca e Estiagem
-0.07420136347723513,-0.02690940710778094,Inundações e Chuvas
-0.09004160447996218,-0.0178468027113031,Inundações e Chuvas
-0.08982524556746777,-0.017165056400849355,Seca e Estiagem
-0.0891620133083854,-0.006979319646558544,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Seca e Estiagem
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08940496273535807,-0.017995611035250193,Seca e Estiagem
0.25915459368422145,0.636976731383969,Seca e Estiagem
-0.012664709607600761,-0.03810156636428681,Tempestades Severas
-0.08984999416632028,-0.016300966827881035,Seca e Estiagem
-0.08540602870631898,-0.018917624117877556,Inundações e Chuvas
0.9059504700278419,-0.09105272558837521,Inundações e Chuvas
0.901806716259073,-0.12165459744199213,Inundações e Chuvas
-0.010083197468557065,0.2727970866093107,Seca e Estiagem
0.7929414087400342,-0.10663775944803859,Inundações e Chuvas
-0.08911986234537365,-0.014240785826440826,Seca e Estiagem
-0.08554937743501774,-0.02339517506424722,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Incêndios Florestais
-0.034343078787079116,-0.014963666770548792,Inundações e Chuvas
-0.08432640422308475,-0.02207038427829978,Inundações e Chuvas
-0.07720406918328776,-0.00617915925555494,Seca e Estiagem
0.5553854896101867,-0.020819796592734363,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.08844998485588455,-0.009539322784356345,Inundações e Chuvas
-0.09004603705771128,-0.017959174237424567,Inundações e Chuvas
-0.09004603706883482,-0.01795878144272925,Tempestades Severas
0.9021011729258962,-0.08741258460634653,Inundações e Chuvas
-0.08997490935296433,-0.018103579128124648,Deslizamentos
-0.0898877955292982,-0.018311109353109662,Inundações e Chuvas
-0.08090294356516328,-0.022964660796836,Inundações e Chuvas
-0.02823196080085827,0.025973786889322212,Seca e Estiagem
